,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1538.0,1481.0,1823.0,1777.0,2233.0,2584.0,3352.0,2892.0,3484.0,2158.0,1904.0,2460.0,2458
Expenses,1286.0,1260.0,1693.0,1644.0,2023.0,2068.0,2997.0,2433.0,3132.0,1879.0,1613.0,2152.0,2151
Operating Profit,251.0,221.0,130.0,134.0,210.0,516.0,354.0,460.0,353.0,279.0,292.0,308.0,307
OPM %,16.0,15.0,7.0,8.0,9.0,20.0,11.0,16.0,10.0,13.0,15.0,12.0,12
Other Income,-44.0,11.0,21.0,17.0,35.0,25.0,27.0,18.0,31.0,96.0,10.0,11.0,10
Interest,95.0,116.0,159.0,150.0,159.0,167.0,122.0,90.0,101.0,39.0,50.0,44.0,38
Depreciation,68.0,77.0,76.0,55.0,55.0,54.0,58.0,70.0,76.0,51.0,50.0,52.0,55
Profit before tax,45.0,39.0,-84.0,-54.0,31.0,320.0,203.0,317.0,207.0,284.0,202.0,223.0,224
Tax %,34.0,42.0,7.0,76.0,18.0,28.0,25.0,21.0,-4.0,19.0,29.0,29.0,
Net Profit,30.0,23.0,-78.0,-13.0,26.0,230.0,151.0,251.0,216.0,229.0,144.0,158.0,158
EPS in Rs,5.5,4.21,-13.7,-2.19,4.3,34.42,22.85,37.81,32.61,34.52,21.69,23.72,23.71
