,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.82,3.26,2.79,3.68,3.24,3.84,3.78,2.99,3.23,3.35,4.3,3.48,3.62
Expenses,4.01,3.96,3.11,3.28,2.95,3.13,3.11,2.8,2.54,2.35,2.67,2.41,2.53
Operating Profit,-1.19,-0.7,-0.32,0.4,0.29,0.71,0.67,0.19,0.69,1.0,1.63,1.07,1.09
OPM %,-42.2,-21.47,-11.47,10.87,8.95,18.49,17.72,6.35,21.36,29.85,37.91,30.75,30.11
Other Income,1.03,0.74,1.03,1.57,1.07,1.13,1.0,0.72,0.09,-0.34,0.39,-0.26,-0.18
Interest,0.2,0.06,0.03,0.04,0.1,0.06,0.04,0.06,0.03,0.08,0.05,0.03,0.03
Depreciation,0.13,0.13,0.12,0.21,0.12,0.11,0.11,0.11,0.11,0.09,0.13,0.1,0.09
Profit before tax,-0.49,-0.15,0.56,1.72,1.14,1.67,1.52,0.74,0.64,0.49,1.84,0.68,0.79
Tax %,-4.08,-53.33,21.43,9.3,11.4,16.77,21.71,4.05,4.69,18.37,10.87,25.0,
Net Profit,-0.51,-0.23,0.44,1.56,1.02,1.38,1.2,0.7,0.6,0.4,1.63,0.51,0.69
EPS in Rs,-0.18,-0.08,0.15,0.53,0.35,0.47,0.41,0.24,0.2,0.14,0.55,0.17,0.23
