,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,477.0,541.0,572.0,531.0,538.0,548.0,384.0,343.0,376.0,231.0,250.0,306.0,303
Expenses,460.0,522.0,550.0,511.0,518.0,528.0,369.0,328.0,358.0,222.0,235.0,286.0,283
Operating Profit,17.0,19.0,21.0,20.0,21.0,20.0,16.0,15.0,18.0,9.0,15.0,20.0,21
OPM %,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,7.0,7
Other Income,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1
Interest,6.0,7.0,9.0,9.0,10.0,9.0,7.0,6.0,7.0,7.0,6.0,8.0,9
Depreciation,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3
Profit before tax,8.0,8.0,9.0,9.0,9.0,9.0,6.0,7.0,9.0,1.0,6.0,9.0,10
Tax %,34.0,36.0,32.0,35.0,37.0,38.0,35.0,36.0,27.0,-21.0,25.0,39.0,
Net Profit,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,1.0,4.0,6.0,6
EPS in Rs,0.55,0.55,0.66,0.58,0.59,0.59,0.41,0.47,0.67,0.15,0.45,0.6,0.62
