,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1429.0,1689.0,2028.0,1943.0,1890.0,2138.0,2249.0,2618.0,2358.0,2258.0,3184.0,2678.0,2848
Expenses,1283.0,1530.0,1826.0,1741.0,1590.0,1758.0,1797.0,2074.0,1940.0,1969.0,2652.0,2407.0,2327
Operating Profit,146.0,160.0,202.0,202.0,300.0,381.0,452.0,544.0,418.0,289.0,532.0,271.0,521
OPM %,10.0,9.0,10.0,10.0,16.0,18.0,20.0,21.0,18.0,13.0,17.0,10.0,18
Other Income,8.0,11.0,1.0,21.0,16.0,13.0,17.0,36.0,-12.0,14.0,18.0,75.0,29
Interest,54.0,67.0,85.0,87.0,95.0,96.0,107.0,163.0,195.0,177.0,181.0,257.0,260
Depreciation,56.0,52.0,54.0,45.0,67.0,58.0,72.0,109.0,126.0,152.0,158.0,164.0,164
Profit before tax,45.0,52.0,63.0,91.0,154.0,239.0,290.0,308.0,85.0,-26.0,210.0,-75.0,127
Tax %,24.0,-2.0,14.0,-3.0,19.0,24.0,31.0,36.0,84.0,-101.0,33.0,15.0,
Net Profit,34.0,53.0,55.0,94.0,125.0,182.0,202.0,197.0,13.0,-53.0,141.0,-64.0,82
EPS in Rs,3.36,5.82,6.43,9.69,12.72,18.5,20.48,19.99,1.35,-5.42,14.3,-6.51,8.37
