,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,15.86,18.76,19.29,19.47,12.26,13.98,20.1,25.94,26.43,14.49,8.41,6.09,5.25
Expenses,16.78,19.59,19.15,22.54,12.35,14.0,19.68,25.63,26.11,14.3,12.45,6.09,5.30
Operating Profit,-0.92,-0.83,0.14,-3.07,-0.09,-0.02,0.42,0.31,0.32,0.19,-4.04,0.0,-0.05
OPM %,-5.8,-4.42,0.73,-15.77,-0.73,-0.14,2.09,1.2,1.21,1.31,-48.04,0.0,-0.95
Other Income,1.27,1.04,0.02,-1.51,0.43,0.52,0.21,0.36,0.29,0.33,0.3,0.38,0.36
Interest,0.06,0.05,0.0,0.0,0.17,0.19,0.28,0.24,0.15,0.1,0.07,0.05,0.04
Depreciation,0.23,0.09,0.08,0.13,0.14,0.13,0.11,0.15,0.27,0.23,0.2,0.21,0.18
Profit before tax,0.06,0.07,0.08,-4.71,0.03,0.18,0.24,0.28,0.19,0.19,-4.01,0.12,0.09
Tax %,-233.33,14.29,312.5,27.18,-1133.33,33.33,50.0,53.57,115.79,47.37,-3.49,-575.0,
Net Profit,0.2,0.06,-0.17,-3.43,0.36,0.12,0.12,0.14,-0.03,0.1,-4.15,0.81,0.09
EPS in Rs,0.19,0.06,-0.11,-2.21,0.23,0.08,0.08,0.09,-0.02,0.06,-2.68,0.52,0.06
