,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,517.0,696.0,819.0,1010.0,939.0,1792.0,1521.0,1646.0,1624.0,1241.0,1520.0,1543.0,1525
Expenses,496.0,635.0,747.0,900.0,842.0,1586.0,1370.0,1459.0,1433.0,1116.0,1364.0,1400.0,1385
Operating Profit,21.0,61.0,72.0,110.0,97.0,206.0,152.0,186.0,190.0,125.0,157.0,143.0,139
OPM %,4.0,9.0,9.0,11.0,10.0,12.0,10.0,11.0,12.0,10.0,10.0,9.0,9
Other Income,32.0,5.0,8.0,13.0,3.0,3.0,3.0,12.0,5.0,27.0,5.0,22.0,7
Interest,24.0,25.0,35.0,48.0,45.0,46.0,43.0,54.0,77.0,76.0,66.0,77.0,70
Depreciation,7.0,7.0,8.0,12.0,10.0,11.0,11.0,12.0,18.0,20.0,17.0,16.0,15
Profit before tax,22.0,33.0,38.0,62.0,45.0,153.0,100.0,132.0,100.0,57.0,78.0,72.0,62
Tax %,29.0,32.0,37.0,33.0,35.0,35.0,34.0,35.0,27.0,26.0,26.0,23.0,
Net Profit,16.0,23.0,24.0,42.0,29.0,100.0,66.0,86.0,73.0,42.0,58.0,56.0,47
EPS in Rs,3.29,4.72,4.97,8.59,6.01,20.57,13.64,17.82,15.15,8.67,11.93,11.5,9.49
