,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.2,4.65,3.05,1.75,1.95,1.59,1.27,0.78,0.55,3.62,9.58,11.71,11.78
Expenses,3.68,4.11,2.69,1.72,1.84,1.44,1.08,1.19,0.79,3.63,9.05,10.74,10.67
Operating Profit,0.52,0.54,0.36,0.03,0.11,0.15,0.19,-0.41,-0.24,-0.01,0.53,0.97,1.11
OPM %,12.38,11.61,11.8,1.71,5.64,9.43,14.96,-52.56,-43.64,-0.28,5.53,8.28,9.42
Other Income,0.05,0.17,0.16,0.13,0.02,0.02,0.07,-0.0,-0.0,0.01,0.01,0.09,0.34
Interest,0.22,0.38,0.1,0.08,0.09,0.07,0.05,0.04,-0.0,-0.00,0.2,0.24,0.14
Depreciation,0.07,0.06,0.04,0.04,0.04,0.02,0.01,0.01,0.01,-0.00,-0.0,-0.0,0.00
Profit before tax,0.28,0.27,0.38,0.04,-0.00,0.08,0.2,-0.46,-0.25,-0.00,0.34,0.82,1.31
Tax %,17.86,25.93,34.21,25.0,,125.0,20.0,-2.17,-4.0,,17.65,4.88,
Net Profit,0.23,0.2,0.25,0.03,0.01,-0.02,0.16,-0.47,-0.26,-0.39,0.27,0.79,1.30
EPS in Rs,0.36,0.31,0.39,0.05,0.02,-0.03,0.25,-0.73,-0.4,-0.60,0.42,1.22,2.02
