,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,828.0,686.0,719.0,926.0,1042.0,1056.0,1233.0,1664.0,1617.0,1411.0,2203.0,2807.0,2812
Expenses,727.0,613.0,646.0,792.0,880.0,898.0,1070.0,1375.0,1254.0,1159.0,1692.0,2246.0,2284
Operating Profit,100.0,73.0,73.0,134.0,162.0,158.0,163.0,289.0,363.0,252.0,511.0,560.0,528
OPM %,12.0,11.0,10.0,14.0,16.0,15.0,13.0,17.0,22.0,18.0,23.0,20.0,19
Other Income,26.0,5.0,10.0,6.0,3.0,10.0,21.0,16.0,23.0,20.0,14.0,53.0,40
Interest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,4
Depreciation,15.0,14.0,16.0,17.0,22.0,29.0,43.0,79.0,77.0,75.0,84.0,87.0,86
Profit before tax,111.0,64.0,66.0,122.0,142.0,138.0,140.0,224.0,306.0,195.0,438.0,524.0,479
Tax %,27.0,31.0,32.0,34.0,35.0,30.0,34.0,34.0,20.0,27.0,25.0,25.0,
Net Profit,81.0,44.0,45.0,81.0,92.0,97.0,92.0,149.0,246.0,143.0,327.0,391.0,358
EPS in Rs,12.66,6.94,6.58,11.87,13.5,14.29,13.53,19.76,32.72,19.04,43.49,51.95,47.62
