,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.32,0.3,0.28,0.28,0.36,0.48,0.53,0.28,0.3,0.57,0.59,0.59,0.78
Expenses,0.2,0.53,0.85,0.25,0.31,0.3,0.31,0.31,0.31,0.31,0.74,0.93,0.93
Operating Profit,0.12,-0.23,-0.57,0.03,0.05,0.18,0.22,-0.03,-0.01,0.26,-0.15,-0.34,-0.15
OPM %,37.5,-76.67,-203.57,10.71,13.89,37.5,41.51,-10.71,-3.33,45.61,-25.42,-57.63,-19.23
Other Income,0.03,0.0,0.03,0.0,0.0,0.14,0.0,0.01,0.0,0.0,0.01,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
Profit before tax,0.14,-0.24,-0.56,0.01,0.03,0.31,0.21,-0.03,-0.02,0.25,-0.15,-0.35,-0.15
Tax %,21.43,-12.5,-7.14,100.0,0.0,0.0,4.76,-233.33,100.0,32.0,-233.33,-62.86,
Net Profit,0.11,-0.27,-0.59,-0.01,0.03,0.31,0.2,-0.1,0.0,0.17,-0.5,-0.57,-0.45
EPS in Rs,0.24,-0.59,-1.29,-0.02,0.07,0.68,0.44,-0.22,0.0,0.37,-1.09,-1.25,-0.99
