,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6518.0,6968.0,7272.0,9513.0,9527.0,9001.0,8391.0,12896.0,8901.0,7949.0,11138.0,15553.0,17959
Expenses,5621.0,6146.0,6514.0,8513.0,8540.0,8326.0,7518.0,11303.0,7824.0,7030.0,10110.0,14094.0,16405
Operating Profit,898.0,823.0,758.0,1000.0,987.0,675.0,873.0,1592.0,1077.0,919.0,1028.0,1459.0,1554
OPM %,14.0,12.0,10.0,11.0,10.0,8.0,10.0,12.0,12.0,12.0,9.0,9.0,9
Other Income,102.0,91.0,105.0,127.0,71.0,87.0,-23.0,17.0,63.0,105.0,272.0,144.0,136
Interest,645.0,595.0,654.0,737.0,643.0,513.0,460.0,522.0,554.0,480.0,478.0,515.0,567
Depreciation,264.0,228.0,235.0,277.0,248.0,203.0,172.0,193.0,199.0,181.0,187.0,203.0,211
Profit before tax,90.0,90.0,-27.0,113.0,167.0,46.0,219.0,894.0,387.0,363.0,635.0,885.0,912
Tax %,24.0,42.0,138.0,45.0,51.0,82.0,37.0,37.0,19.0,22.0,22.0,27.0,
Net Profit,56.0,45.0,-9.0,48.0,82.0,8.0,139.0,568.0,314.0,283.0,494.0,646.0,642
EPS in Rs,0.99,1.01,0.06,0.97,2.17,0.57,2.81,9.63,5.52,4.4,7.91,9.7,9.54
