,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.91,0.72,2.53,0.58,0.5,0.51,2.44,2.32,2.19,2.85,2.94,2.53,2.78
Expenses,0.80,0.7,2.42,0.77,0.38,0.23,1.33,0.45,0.59,0.38,0.43,0.52,1.09
Operating Profit,0.11,0.02,0.11,-0.19,0.12,0.28,1.11,1.87,1.6,2.47,2.51,2.01,1.69
OPM %,12.09,2.78,4.35,-32.76,24.0,54.9,45.49,80.6,73.06,86.67,85.37,79.45,60.79
Other Income,0.00,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.0,0.03,0.01,-0.27,0.03
Interest,0.04,0.03,0.0,0.0,0.02,0.09,0.65,0.92,0.85,0.79,0.7,0.31,0.33
Depreciation,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.4,0.44
Profit before tax,0.05,-0.03,0.16,-0.19,0.11,0.19,0.52,0.95,0.75,1.71,1.69,1.03,0.95
Tax %,40.00,-33.33,31.25,-31.58,36.36,21.05,11.54,31.58,14.67,25.15,22.49,25.24,
Net Profit,0.03,-0.04,0.12,-0.25,0.07,0.15,0.45,0.64,0.64,1.27,1.32,0.77,0.67
EPS in Rs,,-0.01,0.02,-0.04,0.01,0.02,0.04,0.06,0.06,0.11,0.11,0.07,0.05
