,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,473.0,1232.0,1769.0,1573.0,1278.0,1549.0,1933.0,2874.0,2782.0,2227.0,3828.0,4304.0,4294
Expenses,441.0,1187.0,1727.0,1494.0,1191.0,1415.0,1777.0,2658.0,2560.0,1880.0,3297.0,4072.0,4084
Operating Profit,32.0,45.0,42.0,79.0,88.0,134.0,157.0,217.0,222.0,347.0,531.0,232.0,210
OPM %,7.0,4.0,2.0,5.0,7.0,9.0,8.0,8.0,8.0,16.0,14.0,5.0,5
Other Income,1.0,3.0,12.0,10.0,18.0,8.0,11.0,14.0,12.0,9.0,27.0,18.0,8
Interest,4.0,23.0,40.0,54.0,51.0,59.0,44.0,55.0,61.0,59.0,36.0,59.0,62
Depreciation,10.0,21.0,26.0,21.0,21.0,29.0,31.0,45.0,51.0,58.0,63.0,69.0,72
Profit before tax,19.0,4.0,-12.0,14.0,33.0,54.0,93.0,131.0,122.0,240.0,459.0,122.0,85
Tax %,30.0,39.0,30.0,33.0,20.0,25.0,36.0,35.0,0.0,31.0,34.0,26.0,
Net Profit,14.0,2.0,-8.0,10.0,26.0,41.0,60.0,85.0,121.0,166.0,303.0,90.0,62
EPS in Rs,0.57,0.1,-0.29,0.3,0.82,0.93,1.37,1.95,2.76,3.76,6.72,2.03,1.40
