,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,478.0,477.0,489.0,440.0,362.0,375.0,377.0,410.0,368.0,343.0,390.0,394.0,397
Expenses,452.0,440.0,456.0,440.0,348.0,354.0,359.0,398.0,371.0,323.0,384.0,378.0,364
Operating Profit,26.0,38.0,33.0,0.0,15.0,21.0,18.0,11.0,-2.0,20.0,5.0,17.0,33
OPM %,5.0,8.0,7.0,0.0,4.0,6.0,5.0,3.0,-1.0,6.0,1.0,4.0,8
Other Income,16.0,15.0,15.0,10.0,10.0,11.0,12.0,8.0,24.0,16.0,13.0,33.0,32
Interest,5.0,8.0,11.0,12.0,15.0,15.0,17.0,18.0,19.0,16.0,16.0,23.0,28
Depreciation,12.0,11.0,13.0,18.0,21.0,18.0,18.0,18.0,17.0,17.0,18.0,16.0,17
Profit before tax,25.0,33.0,23.0,-20.0,-11.0,-2.0,-5.0,-16.0,-15.0,3.0,-16.0,10.0,19
Tax %,43.0,33.0,53.0,-14.0,-6.0,-157.0,-22.0,2.0,-5.0,66.0,-5.0,33.0,
Net Profit,14.0,23.0,11.0,-22.0,-11.0,-4.0,-6.0,-16.0,-15.0,1.0,-16.0,7.0,16
EPS in Rs,2.85,4.5,2.19,-4.47,-2.29,-0.81,-1.13,-3.22,-3.04,0.22,-3.27,1.35,3.23
