,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,68.0,83.0,105.0,98.0,106.0,74.0,83.0,97.0,109.0,111.0,125.0,221.0,208
Expenses,68.0,86.0,93.0,92.0,107.0,80.0,92.0,102.0,111.0,117.0,125.0,170.0,151
Operating Profit,0.0,-3.0,13.0,6.0,-1.0,-6.0,-9.0,-5.0,-2.0,-6.0,-0.0,52.0,57
OPM %,1.0,-3.0,12.0,7.0,-1.0,-8.0,-11.0,-5.0,-2.0,-6.0,-0.0,23.0,27
Other Income,2.0,4.0,7.0,8.0,10.0,5.0,16.0,15.0,8.0,6.0,2.0,3.0,5
Interest,1.0,2.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
Depreciation,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,-2.0,-0.0,-4.0,13.0,6.0,-3.0,5.0,8.0,4.0,-3.0,0.0,53.0,60
Tax %,0.0,0.0,0.0,31.0,32.0,-21.0,14.0,33.0,29.0,29.0,85.0,26.0,
Net Profit,-2.0,-0.0,-4.0,9.0,4.0,-4.0,5.0,6.0,3.0,-2.0,0.0,39.0,43
EPS in Rs,-1.45,-0.28,-3.71,8.78,3.98,-3.34,4.31,5.38,2.59,-1.72,0.02,36.97,41.40
