,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,254.09,251.44,267.83,333.1,33.74,25.39,27.39,20.51,17.12,11.21,28.69,35.34,46.17
Expenses,229.51,215.89,236.72,299.48,23.11,19.82,23.57,15.16,16.37,10.19,22.94,26.59,34.67
Operating Profit,24.58,35.55,31.11,33.62,10.63,5.57,3.82,5.35,0.75,1.02,5.75,8.75,11.50
OPM %,9.67,14.14,11.62,10.09,31.51,21.94,13.95,26.08,4.38,9.1,20.04,24.76,24.91
Other Income,5.77,5.65,8.22,9.52,3.97,3.31,2.81,3.3,12.11,7.32,8.17,4.57,3.78
Interest,6.38,8.67,10.55,11.53,1.73,0.49,0.18,0.08,0.02,0.0,0.0,0.94,1.41
Depreciation,7.95,8.74,8.23,5.22,1.74,1.87,1.84,1.85,1.85,1.85,1.87,1.85,1.88
Profit before tax,16.02,23.79,20.55,26.39,11.13,6.52,4.61,6.72,10.99,6.49,12.05,10.53,11.99
Tax %,30.59,30.56,31.92,23.08,35.85,-5.21,27.77,34.52,10.74,31.9,25.31,32.57,
Net Profit,11.12,16.52,14.18,20.76,7.2,6.86,3.33,4.39,9.8,4.43,9.01,7.09,8.04
EPS in Rs,2.71,4.03,3.46,5.06,1.76,1.67,0.81,1.07,2.39,1.08,2.16,1.66,1.88
