,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,246.0,272.0,313.0,317.0,297.0,265.0,316.0,336.0,298.0,326.0,409.0,464.0,396
Expenses,227.0,250.0,287.0,291.0,273.0,242.0,293.0,310.0,277.0,294.0,376.0,433.0,365
Operating Profit,19.0,23.0,26.0,26.0,24.0,23.0,23.0,26.0,20.0,32.0,33.0,31.0,31
OPM %,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,10.0,8.0,7.0,8
Other Income,3.0,3.0,2.0,5.0,12.0,4.0,11.0,5.0,5.0,5.0,5.0,8.0,6
Interest,9.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0,10.0,9.0,9.0,8.0,6
Depreciation,4.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8
Profit before tax,8.0,11.0,13.0,13.0,19.0,10.0,16.0,13.0,7.0,20.0,21.0,23.0,22
Tax %,32.0,33.0,38.0,35.0,26.0,32.0,38.0,38.0,-4.0,26.0,27.0,28.0,
Net Profit,6.0,7.0,8.0,9.0,14.0,7.0,10.0,8.0,8.0,15.0,15.0,16.0,15
EPS in Rs,5.47,7.07,8.09,8.23,13.48,6.76,9.27,7.59,7.32,14.03,14.61,15.87,14.73
