,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,7,7,7,7,7,7,7,7
Reserves,7,6,7,9,11,12,15,18,19,21,22,23,24
Borrowings,12,14,14,12,9,10,16,19,20,22,23,26,23
Other Liabilities,9,11,12,12,13,16,14,12,13,13,14,17,20
Total Liabilities,33,36,38,38,39,46,52,56,60,63,67,73,75
Fixed Assets,10,13,13,12,12,12,17,17,22,21,24,25,24
CWIP,3,0,0,0,0,3,2,2,0,1,0,0,0
Investments,1,1,1,0,0,0,0,0,0,0,0,0,0
Other Assets,19,22,24,26,27,30,32,37,38,41,43,47,50
Total Assets,33,36,38,38,39,46,52,56,60,63,67,73,75
