,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,35.0,44.0,51.0,64.0,77.0,79.0,88.0,96.0,97.0,96.0,97.0,110.0,110
Expenses,31.0,39.0,47.0,60.0,71.0,70.0,76.0,78.0,82.0,81.0,87.0,101.0,106
Operating Profit,5.0,5.0,4.0,4.0,6.0,9.0,12.0,18.0,15.0,14.0,10.0,9.0,4
OPM %,13.0,11.0,7.0,7.0,8.0,11.0,14.0,18.0,15.0,15.0,11.0,8.0,4
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Interest,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3
Depreciation,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6
Profit before tax,2.0,2.0,1.0,1.0,3.0,5.0,7.0,12.0,11.0,6.0,2.0,0.0,-5
Tax %,31.0,31.0,33.0,39.0,34.0,34.0,26.0,30.0,30.0,17.0,79.0,34.0,
Net Profit,2.0,2.0,0.0,1.0,2.0,3.0,5.0,9.0,8.0,5.0,0.0,0.0,-5
EPS in Rs,1.07,1.09,0.25,0.57,1.26,2.14,3.55,5.81,5.11,3.21,0.21,0.13,-3.00
