,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,253.0,270.0,293.0,352.0,265.0,388.0,526.0,626.0,496.0,541.0,957.0,1080.0,1047
Expenses,233.0,246.0,267.0,309.0,227.0,358.0,461.0,556.0,461.0,471.0,817.0,921.0,925
Operating Profit,20.0,24.0,26.0,42.0,38.0,30.0,66.0,69.0,34.0,70.0,140.0,159.0,122
OPM %,8.0,9.0,9.0,12.0,14.0,8.0,12.0,11.0,7.0,13.0,15.0,15.0,12
Other Income,3.0,-0.0,2.0,6.0,7.0,29.0,5.0,8.0,6.0,5.0,8.0,7.0,7
Interest,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,10
Depreciation,3.0,3.0,7.0,9.0,9.0,12.0,12.0,12.0,13.0,15.0,14.0,15.0,23
Profit before tax,16.0,18.0,17.0,35.0,33.0,43.0,56.0,62.0,25.0,57.0,130.0,146.0,96
Tax %,30.0,29.0,21.0,29.0,26.0,19.0,31.0,24.0,32.0,22.0,24.0,26.0,
Net Profit,11.0,13.0,13.0,25.0,25.0,35.0,39.0,47.0,17.0,44.0,99.0,108.0,71
EPS in Rs,2.2,2.46,2.54,4.76,4.76,6.75,7.46,9.0,3.21,8.52,19.06,20.82,13.70
