,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.41,1.88,1.17,1.79,1.54,1.74,1.64,1.27,0.97,0.91,1.06,0.91,1.00
Expenses,0.56,0.56,0.64,0.78,0.73,0.83,0.85,0.87,1.16,0.51,0.78,0.53,0.46
Operating Profit,0.85,1.32,0.53,1.01,0.81,0.91,0.79,0.4,-0.19,0.4,0.28,0.38,0.54
OPM %,60.28,70.21,45.3,56.42,52.6,52.3,48.17,31.5,-19.59,43.96,26.42,41.76,54.00
Other Income,0.32,-0.03,0.42,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.01,0.03,0.13
Interest,0.54,0.64,0.49,0.45,0.4,0.46,0.48,0.44,0.41,0.37,0.47,0.3,0.29
Depreciation,0.22,0.22,0.23,0.13,0.1,0.16,0.16,0.13,0.09,0.07,0.05,0.05,0.09
Profit before tax,0.41,0.43,0.23,0.45,0.31,0.31,0.17,-0.17,-0.67,-0.04,-0.23,0.06,0.29
Tax %,34.15,34.88,43.48,15.56,29.03,22.58,23.53,-17.65,-2.99,-100.0,-21.74,66.67,
Net Profit,0.27,0.28,0.13,0.38,0.23,0.24,0.13,-0.2,-0.69,-0.07,-0.27,0.02,0.24
EPS in Rs,0.9,0.93,0.43,1.27,0.77,0.8,0.43,-0.67,-2.3,-0.23,-0.9,0.07,0.80
