,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,313,364.0,392.0,365.0,337.0,377.0,361.0,349.0,382.0,194.0,272.0,207.0,121
Expenses,271,299.0,316.0,306.0,283.0,315.0,292.0,308.0,340.0,191.0,266.0,259.0,149
Operating Profit,42,65.0,76.0,60.0,54.0,62.0,69.0,41.0,42.0,3.0,6.0,-52.0,-28
OPM %,14,18.0,19.0,16.0,16.0,16.0,19.0,12.0,11.0,1.0,2.0,-25.0,-23
Other Income,0,0.0,0.0,2.0,2.0,7.0,6.0,2.0,2.0,1.0,1.0,-31.0,-39
Interest,29,27.0,25.0,19.0,23.0,40.0,51.0,54.0,57.0,55.0,72.0,80.0,82
Depreciation,14,14.0,16.0,10.0,10.0,19.0,23.0,23.0,24.0,23.0,23.0,22.0,22
Profit before tax,-1,24.0,34.0,33.0,24.0,10.0,1.0,-34.0,-37.0,-74.0,-88.0,-185.0,-171
Tax %,-4,0.0,18.0,36.0,30.0,-14.0,50.0,29.0,29.0,17.0,0.0,-0.0,
Net Profit,-1,24.0,28.0,21.0,16.0,12.0,0.0,-25.0,-26.0,-62.0,-88.0,-185.0,-171
EPS in Rs,,6.59,7.77,5.74,4.54,3.31,0.14,-6.76,-7.29,-16.99,-24.28,-51.04,-47.17
