,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,892.0,765.0,895.0,904.0,1192.0,1642.0,2070.0,2292.0,2452.0,2904.0,3606.0,4062.0,4140
Expenses,760.0,648.0,763.0,778.0,1019.0,1378.0,1620.0,1754.0,1829.0,2205.0,2804.0,3145.0,3250
Operating Profit,132.0,117.0,132.0,127.0,172.0,264.0,449.0,538.0,623.0,699.0,802.0,918.0,890
OPM %,15.0,15.0,15.0,14.0,14.0,16.0,22.0,23.0,25.0,24.0,22.0,23.0,22
Other Income,11.0,19.0,18.0,14.0,46.0,30.0,55.0,75.0,66.0,144.0,78.0,98.0,91
Interest,12.0,12.0,18.0,14.0,57.0,73.0,82.0,90.0,111.0,133.0,151.0,153.0,95
Depreciation,56.0,56.0,59.0,55.0,71.0,116.0,194.0,230.0,254.0,190.0,165.0,181.0,170
Profit before tax,76.0,67.0,72.0,71.0,90.0,106.0,228.0,292.0,324.0,520.0,563.0,681.0,716
Tax %,35.0,23.0,9.0,-0.0,-24.0,7.0,-0.0,9.0,21.0,26.0,35.0,36.0,
Net Profit,47.0,49.0,60.0,70.0,112.0,99.0,229.0,265.0,256.0,383.0,366.0,439.0,526
EPS in Rs,1.67,1.75,2.15,2.48,3.99,4.09,8.66,9.62,9.44,14.49,13.58,16.29,19.12
