,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.31,9.15,23.26,6.64,33.99,46.33,114.17,1.65,1.3,7.75,11.2,1.23,1.66
Expenses,1.08,9.39,22.95,6.34,33.98,45.0,109.42,1.3,0.86,0.9,2.51,0.95,1.03
Operating Profit,0.23,-0.24,0.31,0.3,0.01,1.33,4.75,0.35,0.44,6.85,8.69,0.28,0.63
OPM %,17.56,-2.62,1.33,4.52,0.03,2.87,4.16,21.21,33.85,88.39,77.59,22.76,37.95
Other Income,0.0,0.0,0.1,0.53,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.05
Interest,0.17,0.09,0.19,0.78,0.33,1.39,3.47,0.63,2.05,4.02,5.54,0.1,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.05,0.07,0.08
Profit before tax,0.06,-0.33,0.22,0.05,-0.32,-0.06,1.26,-0.3,-1.64,2.8,3.1,0.11,0.60
Tax %,33.33,0.0,18.18,20.0,-9.38,0.0,24.6,-3.33,0.0,9.29,25.81,481.82,
Net Profit,0.04,-0.33,0.17,0.04,-0.35,-0.07,0.95,-0.31,-1.65,2.54,2.3,-0.42,0.08
EPS in Rs,0.22,-1.78,0.92,0.22,-1.89,-0.38,5.14,-1.68,-8.92,13.73,12.43,-2.27,0.44
