,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4396.0,4821.0,5027.0,5654.0,5223.0,5012.0,5508.0,6194.0,5956.0,5587.0,6306.0,7361.0,7666
Expenses,4079.0,4509.0,4840.0,5293.0,4873.0,4651.0,5057.0,5586.0,5409.0,4958.0,5829.0,6988.0,7215
Operating Profit,317.0,312.0,186.0,362.0,350.0,361.0,451.0,609.0,547.0,629.0,478.0,373.0,451
OPM %,7.0,6.0,4.0,6.0,7.0,7.0,8.0,10.0,9.0,11.0,8.0,5.0,6
Other Income,8.0,17.0,165.0,92.0,144.0,93.0,67.0,18.0,23.0,37.0,109.0,36.0,304
Interest,191.0,234.0,280.0,296.0,286.0,221.0,232.0,226.0,258.0,217.0,193.0,197.0,191
Depreciation,162.0,180.0,200.0,165.0,184.0,192.0,184.0,200.0,251.0,293.0,310.0,390.0,394
Profit before tax,-28.0,-85.0,-129.0,-7.0,24.0,42.0,101.0,201.0,62.0,157.0,84.0,-178.0,170
Tax %,40.0,29.0,34.0,167.0,-6.0,66.0,45.0,46.0,119.0,10.0,48.0,11.0,
Net Profit,-17.0,-61.0,-85.0,5.0,25.0,14.0,55.0,110.0,-12.0,140.0,44.0,-158.0,145
EPS in Rs,-0.37,-1.24,-1.71,0.05,0.06,-0.04,0.84,2.31,0.2,3.4,1.82,-2.05,3.07
