,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,83.0,73.0,100.0,106.0,102.0,109.0,88.0,118.0,71.0,118.0,180.0,280.0,337
Expenses,78.0,69.0,93.0,98.0,88.0,92.0,78.0,104.0,68.0,108.0,161.0,227.0,251
Operating Profit,5.0,4.0,8.0,8.0,13.0,18.0,9.0,14.0,3.0,10.0,19.0,53.0,86
OPM %,6.0,6.0,8.0,8.0,13.0,16.0,11.0,12.0,4.0,8.0,11.0,19.0,25
Other Income,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,8.0,10
Interest,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0
Depreciation,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3
Profit before tax,1.0,2.0,7.0,9.0,14.0,19.0,8.0,11.0,2.0,7.0,19.0,58.0,92
Tax %,33.0,33.0,40.0,35.0,35.0,35.0,28.0,27.0,25.0,24.0,27.0,26.0,
Net Profit,0.0,1.0,4.0,6.0,9.0,12.0,6.0,8.0,2.0,6.0,14.0,43.0,69
EPS in Rs,0.55,1.7,5.5,7.64,11.96,16.17,7.72,10.2,1.97,7.26,18.47,56.74,90.60
