,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,94.0,76.0,80.0,61.0,70.0,63.0,51.0,65.0,103.0,91.0,73.0,38.0,20
Expenses,82.0,147.0,174.0,86.0,142.0,128.0,80.0,67.0,100.0,85.0,76.0,50.0,37
Operating Profit,12.0,-71.0,-95.0,-25.0,-71.0,-64.0,-29.0,-2.0,3.0,6.0,-3.0,-12.0,-16
OPM %,13.0,-93.0,-119.0,-41.0,-101.0,-101.0,-56.0,-3.0,3.0,6.0,-4.0,-31.0,-80
Other Income,-65.0,18.0,22.0,10.0,64.0,120.0,60.0,1.0,5.0,1.0,1.0,1.0,2
Interest,43.0,47.0,49.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,21.0,18.0,16.0,20.0,14.0,11.0,9.0,7.0,6.0,5.0,4.0,3.0,3
Profit before tax,-117.0,-117.0,-136.0,-37.0,-22.0,44.0,21.0,-10.0,1.0,1.0,-7.0,-14.0,-18
Tax %,22.0,19.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,
Net Profit,-92.0,-95.0,-136.0,-37.0,-22.0,44.0,21.0,-10.0,1.0,1.0,-7.0,-14.0,-18
EPS in Rs,-11.6,-12.08,-17.28,-4.67,-2.76,5.58,2.66,-1.22,0.13,0.13,-0.87,-1.83,-2.31
