,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,139.0,279.0,333.0,314.0,332.0,351.0,347.0,892.0,341.0,320.0,487.0,1438.0,3062
Expenses,98.0,235.0,295.0,284.0,304.0,317.0,312.0,814.0,289.0,252.0,419.0,1207.0,2397
Operating Profit,40.0,43.0,38.0,31.0,28.0,33.0,35.0,78.0,52.0,68.0,68.0,231.0,665
OPM %,29.0,16.0,11.0,10.0,8.0,10.0,10.0,9.0,15.0,21.0,14.0,16.0,22
Other Income,11.0,12.0,14.0,14.0,7.0,13.0,110.0,19.0,9.0,4.0,7.0,11.0,71
Interest,9.0,20.0,38.0,30.0,24.0,32.0,58.0,54.0,50.0,108.0,189.0,223.0,233
Depreciation,4.0,6.0,12.0,10.0,11.0,12.0,14.0,14.0,15.0,42.0,70.0,81.0,99
Profit before tax,38.0,29.0,3.0,5.0,0.0,3.0,73.0,29.0,-4.0,-78.0,-184.0,-62.0,403
Tax %,30.0,36.0,117.0,43.0,229.0,78.0,25.0,121.0,-14.0,12.0,14.0,2.0,
Net Profit,26.0,19.0,-0.0,3.0,-0.0,1.0,55.0,-6.0,-5.0,-69.0,-158.0,-61.0,351
EPS in Rs,1.39,0.98,-0.02,0.14,-0.01,0.03,2.24,-0.22,-0.2,-2.81,-5.98,-2.31,6.78
