,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.99,4.26,3.67,4.5,3.47,3.4,3.13,3.74,3.61,3.97,3.67,3.91,4.45
Expenses,5.82,4.89,3.75,4.88,3.6,3.4,3.1,3.37,3.51,3.72,3.5,3.87,4.01
Operating Profit,-0.83,-0.63,-0.08,-0.38,-0.13,0.0,0.03,0.37,0.1,0.25,0.17,0.04,0.44
OPM %,-16.63,-14.79,-2.18,-8.44,-3.75,0.0,0.96,9.89,2.77,6.3,4.63,1.02,9.89
Other Income,0.19,0.13,0.18,1.14,0.38,0.3,0.19,0.09,0.4,1.61,0.38,0.26,0.25
Interest,0.32,0.54,0.31,0.31,0.31,0.24,0.24,0.21,0.14,0.12,0.1,0.08,0.08
Depreciation,0.04,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
Profit before tax,-1.0,-1.07,-0.24,0.44,-0.07,0.05,-0.03,0.24,0.35,1.73,0.44,0.21,0.61
Tax %,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.83,0.0,0.0,0.0,0.0,
Net Profit,-1.0,-1.08,-0.23,0.44,-0.07,0.04,-0.03,0.19,0.35,1.73,0.43,0.21,0.59
EPS in Rs,-16.0,-17.28,-3.68,7.04,-1.12,0.64,-0.48,3.04,5.6,27.68,6.88,3.36,9.44
