,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2758,3423.0,2977.0,2579.0,2324.0,2500.0,3034.0,3357.0,2735.0,2317.0,2868.0,2651.0,2637
Expenses,2423,3052.0,2774.0,2455.0,2149.0,2263.0,2712.0,2941.0,2433.0,2026.0,2599.0,2346.0,2278
Operating Profit,335,370.0,203.0,124.0,175.0,237.0,322.0,416.0,303.0,291.0,269.0,305.0,358
OPM %,12,11.0,7.0,5.0,8.0,9.0,11.0,12.0,11.0,13.0,9.0,12.0,14
Other Income,22,10.0,-174.0,-16.0,-47.0,7.0,23.0,17.0,24.0,15.0,260.0,54.0,64
Interest,151,150.0,150.0,163.0,139.0,127.0,125.0,143.0,97.0,83.0,70.0,100.0,110
Depreciation,85,90.0,91.0,89.0,69.0,72.0,73.0,76.0,78.0,80.0,80.0,94.0,100
Profit before tax,120,140.0,-212.0,-144.0,-81.0,45.0,147.0,213.0,153.0,143.0,379.0,165.0,213
Tax %,44,32.0,24.0,38.0,30.0,22.0,34.0,38.0,25.0,8.0,10.0,15.0,
Net Profit,67,96.0,-161.0,-89.0,-57.0,35.0,97.0,133.0,115.0,132.0,340.0,141.0,179
EPS in Rs,,30.85,-52.12,-28.63,-18.35,11.32,31.18,42.83,37.03,42.51,109.77,40.4,51.75
