,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.61,9.29,12.64,9.02,9.46,11.21,12.51,8.17,0.00,1.03,1.52,1.85,1.85
Expenses,5.45,8.16,11.84,8.29,7.72,9.77,10.88,7.03,1.78,1.08,0.63,0.73,0.64
Operating Profit,1.16,1.13,0.8,0.73,1.74,1.44,1.63,1.14,-1.78,-0.05,0.89,1.12,1.21
OPM %,17.55,12.16,6.33,8.09,18.39,12.85,13.03,13.95,,-4.85,58.55,60.54,65.41
Other Income,0.04,0.12,0.57,0.91,0.02,0.27,0.16,0.04,0.08,0.89,0.22,0.06,0.07
Interest,0.29,0.17,0.4,1.06,1.18,1.07,0.83,0.9,0.94,0.71,0.97,0.98,1.08
Depreciation,0.25,0.34,0.34,0.28,0.24,0.21,0.41,0.12,0.07,0.05,0.04,0.06,0.05
Profit before tax,0.66,0.74,0.63,0.3,0.34,0.43,0.55,0.16,-2.71,0.08,0.1,0.14,0.15
Tax %,0.0,33.78,36.51,30.0,35.29,41.86,27.27,31.25,-0.37,50.0,40.0,28.57,
Net Profit,0.66,0.5,0.41,0.21,0.21,0.25,0.4,0.11,-2.72,0.04,0.07,0.1,0.11
EPS in Rs,1.31,0.99,0.81,0.42,0.42,1.12,1.32,0.36,-8.98,0.13,0.23,0.33,0.36
