,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.2,0.00,8.62,22.69,25.56,66.14,61.72,41.9,0.04,0.08,0.05,0.00,0.0
Expenses,0.48,0.31,8.78,22.85,25.68,67.67,61.77,42.23,0.19,0.19,0.17,0.15,0.07
Operating Profit,-0.28,-0.31,-0.16,-0.16,-0.12,-1.53,-0.05,-0.33,-0.15,-0.11,-0.12,-0.15,-0.07
OPM %,-140.0,,-1.86,-0.71,-0.47,-2.31,-0.08,-0.79,-375.0,-137.5,-240.0,,
Other Income,0.16,0.07,0.03,0.0,0.0,0.0,0.04,0.02,0.01,0.0,0.16,0.00,0.0
Interest,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0
Depreciation,0.12,0.10,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.02,0.02,0.04
Profit before tax,-0.24,-0.34,-0.22,-0.24,-0.2,-1.61,-0.09,-0.39,-0.21,-0.17,0.02,-0.17,-0.11
Tax %,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,
Net Profit,-0.24,-0.35,-0.22,-0.24,-0.2,-1.61,-0.09,-0.39,-0.21,-0.17,0.02,-0.18,-0.09
EPS in Rs,-0.13,-0.19,-0.12,-0.13,-0.11,-0.87,-0.05,-0.21,-0.11,-0.09,0.01,-0.10,-0.06
