,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,256.92,250.12,161.02,174.56,164.22,155.81,140.4,141.01,143.45,131.49,127.49,84.87,78.52
Expenses,224.65,224.43,150.41,161.76,153.84,135.56,132.9,131.01,134.95,125.96,121.26,80.92,73.70
Operating Profit,32.27,25.69,10.61,12.8,10.38,20.25,7.5,10.0,8.5,5.53,6.23,3.95,4.82
OPM %,12.56,10.27,6.59,7.33,6.32,13.0,5.34,7.09,5.93,4.21,4.89,4.65,6.14
Other Income,0.39,2.57,2.92,6.34,6.55,3.44,1.93,1.01,1.32,1.78,1.39,1.93,1.51
Interest,10.34,12.59,11.69,9.78,6.8,5.87,5.83,6.45,6.63,6.63,4.65,3.97,4.22
Depreciation,11.24,11.4,10.93,7.13,1.89,2.08,2.24,2.58,3.09,3.07,2.7,2.36,2.16
Profit before tax,11.08,4.27,-9.09,2.23,8.24,15.74,1.36,1.98,0.1,-2.39,0.27,-0.45,-0.05
Tax %,48.29,33.96,9.35,-61.88,24.51,24.97,80.88,-9.6,-420.0,0.84,-103.7,135.56,
Net Profit,5.73,2.82,-8.24,3.61,6.22,11.8,0.25,2.17,0.51,-2.37,0.55,0.16,0.56
EPS in Rs,0.58,0.28,-0.83,0.36,0.63,1.19,0.03,0.22,0.05,-0.24,0.06,0.02,0.06
