,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,142.0,185.0,360.0,438.0,451.0,618.0,792.0,989.0,1213.0,1091.0,1301.0,1234.0,1117
Expenses,125.0,159.0,296.0,355.0,370.0,508.0,634.0,802.0,983.0,851.0,1049.0,1036.0,986
Operating Profit,17.0,26.0,64.0,82.0,81.0,111.0,159.0,188.0,230.0,240.0,252.0,198.0,131
OPM %,12.0,14.0,18.0,19.0,18.0,18.0,20.0,19.0,19.0,22.0,19.0,16.0,12
Other Income,-0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,14.0,6.0,16.0,15.0,9
Interest,1.0,5.0,17.0,18.0,13.0,12.0,12.0,16.0,16.0,4.0,7.0,6.0,3
Depreciation,2.0,7.0,18.0,18.0,17.0,16.0,16.0,17.0,22.0,26.0,25.0,26.0,26
Profit before tax,14.0,14.0,30.0,48.0,52.0,84.0,135.0,155.0,205.0,216.0,235.0,180.0,110
Tax %,28.0,32.0,33.0,34.0,34.0,35.0,27.0,28.0,23.0,24.0,25.0,27.0,
Net Profit,10.0,10.0,20.0,32.0,34.0,55.0,98.0,112.0,158.0,164.0,177.0,131.0,78
EPS in Rs,23.14,22.57,47.43,74.73,79.74,128.35,231.39,262.48,371.03,387.11,426.27,314.85,186.76
