,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,300.0,312.0,327.0,356.0,357.0,392.0,427.0,480.0,529.0,484.0,613.0,702.0,718
Expenses,264.0,273.0,297.0,326.0,310.0,337.0,367.0,411.0,463.0,425.0,534.0,616.0,624
Operating Profit,36.0,39.0,31.0,30.0,46.0,56.0,60.0,69.0,66.0,59.0,79.0,86.0,94
OPM %,12.0,12.0,9.0,8.0,13.0,14.0,14.0,14.0,12.0,12.0,13.0,12.0,13
Other Income,2.0,-5.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2
Interest,16.0,18.0,24.0,27.0,25.0,24.0,22.0,22.0,22.0,25.0,20.0,18.0,17
Depreciation,7.0,8.0,11.0,11.0,10.0,10.0,10.0,10.0,13.0,14.0,14.0,14.0,14
Profit before tax,16.0,8.0,-2.0,-3.0,14.0,23.0,28.0,38.0,35.0,22.0,48.0,57.0,66
Tax %,29.0,37.0,-19.0,16.0,24.0,31.0,32.0,35.0,30.0,-6.0,27.0,27.0,
Net Profit,11.0,5.0,-2.0,-2.0,11.0,16.0,19.0,25.0,24.0,23.0,35.0,42.0,48
EPS in Rs,3.85,1.51,-0.68,-0.74,3.11,4.49,5.34,7.08,6.84,6.51,9.8,11.85,13.50
