,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,597.0,563.0,259.0,140.0,334.0,329.0,520.0,666.0,456.0,566.0,965.0,683.0,716
Expenses,526.0,535.0,275.0,170.0,345.0,316.0,453.0,557.0,423.0,429.0,656.0,648.0,691
Operating Profit,71.0,28.0,-16.0,-30.0,-11.0,13.0,66.0,109.0,32.0,137.0,309.0,35.0,25
OPM %,12.0,5.0,-6.0,-21.0,-3.0,4.0,13.0,16.0,7.0,24.0,32.0,5.0,4
Other Income,8.0,-1.0,5.0,1.0,8.0,1.0,2.0,3.0,3.0,4.0,15.0,19.0,23
Interest,13.0,9.0,6.0,10.0,13.0,16.0,12.0,6.0,2.0,9.0,9.0,9.0,9
Depreciation,23.0,14.0,13.0,9.0,10.0,9.0,9.0,10.0,13.0,14.0,14.0,15.0,15
Profit before tax,44.0,5.0,-30.0,-47.0,-26.0,-11.0,47.0,95.0,21.0,118.0,301.0,29.0,24
Tax %,33.0,33.0,15.0,6.0,10.0,32.0,2.0,26.0,35.0,35.0,25.0,30.0,
Net Profit,30.0,3.0,-26.0,-45.0,-24.0,-7.0,46.0,70.0,14.0,76.0,227.0,20.0,17
EPS in Rs,3.53,0.37,-3.02,-5.24,-2.79,-0.87,5.47,8.22,1.63,9.0,26.68,2.4,1.96
