,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,449.0,479.0,608.0,540.0,526.0,666.0,771.0,872.0,773.0,987.0,1138.0,1422.0,1427
Expenses,380.0,408.0,518.0,465.0,452.0,562.0,650.0,740.0,673.0,851.0,983.0,1235.0,1239
Operating Profit,68.0,72.0,91.0,75.0,74.0,105.0,122.0,132.0,100.0,136.0,155.0,186.0,188
OPM %,15.0,15.0,15.0,14.0,14.0,16.0,16.0,15.0,13.0,14.0,14.0,13.0,13
Other Income,13.0,15.0,16.0,16.0,16.0,17.0,19.0,15.0,13.0,9.0,10.0,12.0,14
Interest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,4.0,7.0,9.0,13.0,14.0,16.0,17.0,20.0,20.0,20.0,18.0,19.0,19
Profit before tax,77.0,80.0,98.0,78.0,76.0,105.0,123.0,127.0,93.0,124.0,147.0,180.0,184
Tax %,32.0,30.0,32.0,33.0,33.0,35.0,35.0,35.0,24.0,26.0,25.0,26.0,
Net Profit,53.0,55.0,67.0,52.0,51.0,69.0,80.0,82.0,71.0,93.0,109.0,134.0,137
EPS in Rs,42.53,44.61,53.95,41.74,41.31,55.43,66.05,67.95,58.55,76.24,90.14,110.0,112.61
