,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1257.0,1339.0,1631.0,1229.0,1493.0,1549.0,1709.0,1772.0,1784.0,2009.0,2570.0,2241.0,2329.0
Expenses,815.0,942.0,1182.0,865.0,1099.0,1318.0,1414.0,1472.0,1601.0,1724.0,2157.0,1900.0,1931.0
Operating Profit,442.0,397.0,449.0,364.0,394.0,231.0,295.0,301.0,184.0,285.0,413.0,341.0,399.0
OPM %,35.0,30.0,28.0,30.0,26.0,15.0,17.0,17.0,10.0,14.0,16.0,15.0,17.0
Other Income,8.0,6.0,10.0,6.0,8.0,7.0,10.0,7.0,9.0,9.0,12.0,8.0,13.0
Interest,27.0,16.0,15.0,24.0,29.0,25.0,33.0,47.0,55.0,61.0,77.0,93.0,117.0
Depreciation,85.0,90.0,96.0,96.0,98.0,99.0,108.0,106.0,122.0,136.0,141.0,148.0,157.0
Profit before tax,338.0,298.0,348.0,250.0,274.0,113.0,164.0,154.0,16.0,97.0,207.0,108.0,138.0
Tax %,30.0,32.0,38.0,32.0,-89.0,27.0,24.0,27.0,28.0,31.0,26.0,27.0,27.0
Net Profit,236.0,201.0,214.0,169.0,517.0,83.0,124.0,112.0,11.0,67.0,152.0,79.0,101.0
EPS in Rs,10.0,8.54,9.09,7.16,21.91,3.49,5.25,4.75,0.49,2.85,6.45,3.34,4.29
