,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,72.0,88.0,94.0,98.0,104.0,119.0,125.0,138.0,168.0,143.0,116.0,117.0,113
Expenses,61.0,76.0,80.0,83.0,91.0,107.0,131.0,126.0,153.0,138.0,102.0,109.0,105
Operating Profit,11.0,11.0,14.0,14.0,13.0,12.0,-5.0,12.0,14.0,6.0,14.0,8.0,8
OPM %,15.0,13.0,15.0,15.0,12.0,10.0,-4.0,9.0,8.0,4.0,12.0,7.0,7
Other Income,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,1.0,5.0,3
Interest,6.0,8.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,12.0,9.0,8
Depreciation,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,1
Profit before tax,3.0,2.0,1.0,2.0,2.0,2.0,-17.0,4.0,4.0,-0.0,1.0,3.0,1
Tax %,25.0,32.0,20.0,26.0,33.0,32.0,-3.0,-188.0,-17.0,648.0,-300.0,17.0,
Net Profit,2.0,1.0,1.0,1.0,1.0,2.0,-18.0,10.0,4.0,3.0,2.0,3.0,0
EPS in Rs,1.09,0.75,0.62,0.84,0.79,0.9,-10.37,5.97,2.48,1.6,1.4,1.47,0.20
