,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1112.0,1210.0,1378.0,1400.0,1643.0,1657.0,1797.0,2063.0,2395.0,2374.0,2859.0,3133.0,3503
Expenses,941.0,1020.0,1182.0,1220.0,1452.0,1444.0,1526.0,1713.0,2023.0,1965.0,2457.0,2775.0,3086
Operating Profit,171.0,190.0,196.0,180.0,191.0,214.0,270.0,351.0,372.0,409.0,402.0,359.0,417
OPM %,15.0,16.0,14.0,13.0,12.0,13.0,15.0,17.0,16.0,17.0,14.0,11.0,12
Other Income,8.0,26.0,34.0,36.0,36.0,18.0,26.0,13.0,-15.0,20.0,11.0,9.0,6
Interest,59.0,71.0,85.0,90.0,85.0,81.0,69.0,36.0,32.0,22.0,13.0,22.0,40
Depreciation,33.0,35.0,39.0,38.0,43.0,42.0,41.0,42.0,53.0,54.0,65.0,71.0,87
Profit before tax,87.0,109.0,106.0,87.0,99.0,109.0,187.0,286.0,273.0,353.0,335.0,275.0,295
Tax %,27.0,29.0,33.0,22.0,26.0,26.0,34.0,34.0,17.0,23.0,25.0,26.0,
Net Profit,64.0,77.0,71.0,68.0,73.0,80.0,123.0,188.0,228.0,271.0,252.0,204.0,219
EPS in Rs,4.8,5.81,5.36,5.08,5.52,6.02,9.26,14.1,17.04,20.26,18.86,15.29,16.42
