,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,290.0,292.0,293.0,370.0,422.0,526.0,652.0,757.0,780.0,902.0,1118.0,1218.0,1326
Expenses,262.0,243.0,250.0,289.0,353.0,429.0,516.0,593.0,659.0,706.0,821.0,946.0,1019
Operating Profit,28.0,49.0,43.0,81.0,70.0,97.0,136.0,163.0,122.0,196.0,297.0,271.0,307
OPM %,10.0,17.0,15.0,22.0,16.0,18.0,21.0,22.0,16.0,22.0,27.0,22.0,23
Other Income,1.0,2.0,9.0,5.0,4.0,8.0,-0.0,3.0,4.0,7.0,3.0,3.0,6
Interest,23.0,17.0,13.0,13.0,18.0,29.0,47.0,64.0,61.0,43.0,58.0,90.0,120
Depreciation,10.0,8.0,7.0,11.0,7.0,7.0,9.0,11.0,19.0,18.0,20.0,23.0,28
Profit before tax,-3.0,25.0,31.0,63.0,49.0,68.0,79.0,91.0,45.0,143.0,221.0,162.0,164
Tax %,-47.0,23.0,28.0,33.0,30.0,34.0,35.0,18.0,47.0,26.0,21.0,26.0,
Net Profit,-4.0,20.0,23.0,42.0,35.0,45.0,52.0,75.0,24.0,105.0,175.0,120.0,124
EPS in Rs,-0.54,1.75,1.99,3.71,3.05,4.05,4.71,6.61,2.09,9.27,15.41,11.47,11.77
