,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,237.0,287.0,144.0,79.0,137.0,134.0,231.0,318.0,201.0,158.0,302.0,477.0,461
Expenses,198.0,240.0,118.0,80.0,111.0,109.0,188.0,259.0,163.0,126.0,238.0,362.0,338
Operating Profit,39.0,48.0,26.0,-1.0,26.0,25.0,44.0,59.0,38.0,32.0,64.0,114.0,123
OPM %,17.0,17.0,18.0,-2.0,19.0,19.0,19.0,19.0,19.0,20.0,21.0,24.0,27
Other Income,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1
Interest,10.0,10.0,11.0,12.0,14.0,10.0,11.0,10.0,5.0,4.0,2.0,3.0,1
Depreciation,8.0,10.0,15.0,12.0,12.0,12.0,15.0,16.0,16.0,14.0,18.0,18.0,18
Profit before tax,22.0,29.0,1.0,-23.0,0.0,4.0,19.0,35.0,17.0,16.0,45.0,95.0,104
Tax %,37.0,32.0,26.0,18.0,69.0,29.0,-10.0,29.0,53.0,23.0,26.0,25.0,
Net Profit,14.0,20.0,0.0,-18.0,0.0,3.0,21.0,25.0,8.0,12.0,33.0,71.0,78
EPS in Rs,8.5,11.28,0.24,-10.16,0.06,1.47,10.31,12.34,3.94,5.94,16.44,34.84,38.38
