,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,36.31,72.42,36.72,14.81,8.2,5.71,5.19,3.12,3.59,0.00,0.13,1.1,3.84
Expenses,33.03,68.22,32.66,12.82,8.15,9.65,5.63,6.45,3.92,0.17,0.3,1.15,3.84
Operating Profit,3.28,4.2,4.06,1.99,0.05,-3.94,-0.44,-3.33,-0.33,-0.17,-0.17,-0.05,0.0
OPM %,9.03,5.8,11.06,13.44,0.61,-69.0,-8.48,-106.73,-9.19,,-130.77,-4.55,
Other Income,0.36,0.65,0.08,0.06,0.11,0.09,-1.01,13.56,-1.95,0.00,0.0,0.18,0.07
Interest,1.81,3.31,3.59,3.21,2.65,3.85,2.69,0.04,0.0,0.05,0.0,0.0,0.0
Depreciation,0.82,1.13,1.14,1.23,1.44,1.44,0.0,0.0,0.0,0.00,0.0,0.0,0.0
Profit before tax,1.01,0.41,-0.59,-2.39,-3.93,-9.14,-4.14,10.19,-2.28,-0.22,-0.17,0.13,0.07
Tax %,-6.93,100.0,-23.73,-4.6,2.8,1.64,-3.62,0.0,0.0,0.00,0.0,0.0,
Net Profit,1.09,0.01,-0.73,-2.5,-3.82,-8.99,-4.28,10.19,-2.28,-0.22,-0.17,0.13,0.07
EPS in Rs,2.22,0.02,-1.48,-5.08,-7.77,-18.28,-8.7,20.72,-4.64,-0.45,-0.35,0.26,0.14
