,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.17,0.2,0.24,0.27,0.17,11.35,5.49,0.01,-0.08,0.08,0.11
Expenses,0.21,0.08,0.1,0.13,0.21,0.2,0.15,9.57,5.59,0.54,1.23,0.5,0.61
Operating Profit,-0.21,-0.08,0.07,0.07,0.03,0.07,0.02,1.78,-0.1,-0.53,-1.31,-0.42,-0.50
OPM %,,,41.18,35.0,12.5,25.93,11.76,15.68,-1.82,-5300.0,,-525.0,-454.55
Other Income,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.39,-0.05,1.39,0.66,0.45
Interest,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.39,0.01,0.02,0.01,0.12,0.00
Depreciation,0.05,0.05,0.05,0.02,0.02,0.02,0.0,0.0,0.13,0.21,0.00,0.0,0.00
Profit before tax,-0.06,0.01,0.02,0.05,0.01,0.05,0.02,1.39,0.15,-0.81,0.07,0.12,-0.05
Tax %,0.00,0.00,0.0,-20.0,0.0,40.0,0.0,30.94,66.67,38.27,71.43,66.67,
Net Profit,-0.07,0.02,0.01,0.06,0.01,0.04,0.0,0.96,0.05,-0.49,0.02,0.04,-0.11
EPS in Rs,-0.05,0.01,0.01,0.04,0.01,0.03,0.0,0.69,0.04,-0.35,0.01,0.03,-0.08
