,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.91,0.75,0.15,0.05,0.05,2.01,3.02,3.11,3.03,1.77,2.64,2.65,2.77
Expenses,1.86,0.81,0.15,0.08,0.11,1.34,2.57,3.02,3.16,3.37,2.91,2.68,4.27
Operating Profit,0.05,-0.06,-0.0,-0.03,-0.06,0.67,0.45,0.09,-0.13,-1.6,-0.27,-0.03,-1.50
OPM %,2.62,-8.0,-0.0,-60.0,-120.0,33.33,14.9,2.89,-4.29,-90.4,-10.23,-1.13,-54.15
Other Income,-0.0,0.03,-0.0,-0.0,-0.17,0.02,0.03,0.04,-0.0,-0.0,-0.0,-0.0,7.01
Interest,-0.0,-0.0,-0.0,-0.0,-0.0,0.01,0.02,0.03,0.06,0.01,0.02,0.01,0.00
Depreciation,0.46,0.46,0.46,0.13,0.1,0.09,0.14,0.18,0.18,0.19,0.17,0.13,0.12
Profit before tax,-0.41,-0.49,-0.46,-0.16,-0.33,0.59,0.32,-0.08,-0.37,-1.8,-0.46,-0.17,5.39
Tax %,-0.0,-2.04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
Net Profit,-0.42,-0.5,-0.46,-0.16,-0.33,0.59,0.31,-0.08,-0.37,-1.8,-0.46,-0.17,5.40
EPS in Rs,-0.45,-0.53,-0.49,-0.17,-0.35,0.63,0.33,-0.09,-0.39,-1.92,-0.49,-0.18,5.76
