,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.02,0.02,0.1,1.38,0.33,0.09,2.17,0.01,0.06,0.08,1.41,69.35,98.61
Expenses,0.14,0.08,0.11,1.38,0.59,0.11,2.54,0.16,0.21,0.13,3.16,70.54,97.03
Operating Profit,-0.12,-0.06,-0.01,0.0,-0.26,-0.02,-0.37,-0.15,-0.15,-0.05,-1.75,-1.19,1.58
OPM %,-600.0,-300.0,-10.0,0.0,-78.79,-22.22,-17.05,-1500.0,-250.0,-62.5,-124.11,-1.72,1.60
Other Income,0.08,0.02,0.02,0.04,0.08,0.12,0.17,0.0,0.0,0.0,0.0,0.08,2.51
Interest,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.68
Depreciation,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1.38,2.28
Profit before tax,-0.06,-0.05,0.01,0.01,-0.2,0.1,-0.2,-0.15,-0.15,-0.05,-3.08,-2.81,1.13
Tax %,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,2.92,5.69,
Net Profit,-0.05,-0.05,0.0,0.0,-0.2,0.08,-0.2,-0.15,-0.15,-0.05,-2.99,-2.65,0.24
EPS in Rs,-5.56,-5.56,0.0,0.0,-0.65,0.26,-0.65,-0.49,-0.49,-0.16,-9.68,-8.58,0.77
