,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,367.0,508.0,509.0,482.0,730.0,708.0,845.0,1156.0,909.0,995.0,1181.0,1785.0,1787
Expenses,322.0,438.0,428.0,417.0,680.0,658.0,748.0,922.0,790.0,838.0,971.0,1460.0,1425
Operating Profit,45.0,70.0,82.0,65.0,49.0,50.0,97.0,234.0,119.0,157.0,210.0,325.0,362
OPM %,12.0,14.0,16.0,13.0,7.0,7.0,11.0,20.0,13.0,16.0,18.0,18.0,20
Other Income,5.0,24.0,2.0,2.0,10.0,9.0,17.0,21.0,16.0,32.0,10.0,30.0,34
Interest,14.0,19.0,23.0,29.0,27.0,27.0,22.0,13.0,21.0,22.0,20.0,25.0,29
Depreciation,2.0,7.0,7.0,7.0,27.0,22.0,22.0,19.0,37.0,37.0,37.0,36.0,37
Profit before tax,34.0,68.0,54.0,31.0,5.0,10.0,69.0,223.0,77.0,129.0,163.0,295.0,330
Tax %,32.0,20.0,28.0,40.0,174.0,118.0,48.0,29.0,30.0,24.0,28.0,25.0,
Net Profit,23.0,55.0,39.0,19.0,-4.0,-2.0,36.0,157.0,54.0,99.0,118.0,220.0,246
EPS in Rs,28.09,51.41,37.93,18.93,1.03,7.27,41.04,128.7,57.56,86.19,99.65,193.68,212.53
