,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1291.0,1524.0,1611.0,1562.0,1657.0,921.0,1347.0,1386.0,1433.0,1141.0,1754.0,2561.0,2954
Expenses,1147.0,1389.0,1488.0,1500.0,1565.0,1082.0,1362.0,1344.0,1391.0,1060.0,1613.0,2408.0,2791
Operating Profit,144.0,135.0,123.0,62.0,92.0,-161.0,-15.0,42.0,42.0,81.0,141.0,153.0,162
OPM %,11.0,9.0,8.0,4.0,6.0,-17.0,-1.0,3.0,3.0,7.0,8.0,6.0,5
Other Income,38.0,75.0,82.0,61.0,191.0,217.0,179.0,169.0,215.0,165.0,154.0,202.0,262
Interest,0.0,1.0,1.0,6.0,4.0,9.0,8.0,5.0,3.0,10.0,2.0,10.0,12
Depreciation,13.0,14.0,23.0,27.0,28.0,27.0,29.0,27.0,30.0,29.0,36.0,39.0,40
Profit before tax,169.0,194.0,181.0,90.0,252.0,20.0,128.0,179.0,224.0,207.0,257.0,305.0,372
Tax %,36.0,32.0,36.0,43.0,35.0,43.0,28.0,39.0,27.0,26.0,26.0,25.0,
Net Profit,108.0,132.0,117.0,52.0,164.0,11.0,92.0,110.0,163.0,153.0,190.0,228.0,277
EPS in Rs,87.23,106.41,94.13,41.77,132.79,9.26,8.07,9.6,14.27,13.4,16.55,19.91,24.15
