,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,170.0,216.0,199.0,230.0,122.0,31.0,32.0,46.0,58.0,109.0,133.0,127.0,105
Expenses,191.0,211.0,196.0,205.0,110.0,32.0,37.0,48.0,59.0,110.0,133.0,126.0,106
Operating Profit,-20.0,6.0,3.0,25.0,12.0,-1.0,-4.0,-2.0,-1.0,-1.0,-0.0,1.0,-1
OPM %,-12.0,3.0,2.0,11.0,10.0,-3.0,-14.0,-5.0,-2.0,-1.0,-0.0,0.0,-1
Other Income,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2
Interest,11.0,11.0,15.0,20.0,8.0,4.0,4.0,6.0,7.0,6.0,5.0,4.0,4
Depreciation,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2
Profit before tax,-32.0,-7.0,-12.0,1.0,1.0,-8.0,-11.0,-11.0,-6.0,-7.0,-6.0,-4.0,-4
Tax %,34.0,19.0,29.0,-109.0,42.0,2.0,-15.0,-3.0,22.0,-8.0,-41.0,-17.0,
Net Profit,-21.0,-5.0,-9.0,1.0,0.0,-8.0,-13.0,-12.0,-5.0,-8.0,-8.0,-5.0,-5
EPS in Rs,-6.44,-1.63,-2.67,0.34,0.12,-2.31,-3.78,-3.56,-1.4,-2.4,-2.4,-1.36,-1.55
