,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,26.34,12.9,2.11,0.06,0.07,0.16,0.33,0.32,0.37,0.38,0.47,0.73,0.51
Expenses,24.86,12.01,1.15,0.09,0.09,0.12,0.25,0.21,0.27,0.29,0.33,0.72,0.83
Operating Profit,1.48,0.89,0.96,-0.03,-0.02,0.04,0.08,0.11,0.1,0.09,0.14,0.01,-0.32
OPM %,5.62,6.9,45.5,-50.0,-28.57,25.0,24.24,34.38,27.03,23.68,29.79,1.37,-62.75
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8,0.0,0.03,0.46
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.00
Profit before tax,1.48,0.85,0.93,-0.06,-0.04,0.03,0.07,0.1,0.1,-5.71,0.14,0.04,0.14
Tax %,32.43,31.76,30.11,0.0,0.0,166.67,0.0,30.0,20.0,-0.35,14.29,0.0,
Net Profit,1.0,0.59,0.65,-0.05,-0.04,-0.02,0.07,0.08,0.07,-5.73,0.12,0.03,0.14
EPS in Rs,0.23,0.13,0.14,-0.01,-0.01,-0.0,0.01,0.02,0.01,-1.22,0.03,0.01,0.03
