,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,485.0,635.0,770.0,735.0,666.0,585.0,592.0,692.0,750.0,764.0,801.0,1165.0,1111
Expenses,391.0,524.0,584.0,561.0,536.0,469.0,457.0,525.0,611.0,798.0,683.0,990.0,910
Operating Profit,93.0,111.0,186.0,174.0,130.0,116.0,135.0,167.0,139.0,-34.0,118.0,175.0,201
OPM %,19.0,18.0,24.0,24.0,19.0,20.0,23.0,24.0,19.0,-4.0,15.0,15.0,18
Other Income,13.0,3.0,2.0,10.0,26.0,14.0,20.0,7.0,6.0,3.0,19.0,3.0,2
Interest,1.0,3.0,12.0,26.0,18.0,18.0,20.0,18.0,14.0,20.0,12.0,29.0,32
Depreciation,88.0,90.0,138.0,92.0,93.0,100.0,113.0,113.0,117.0,119.0,120.0,136.0,138
Profit before tax,17.0,22.0,39.0,65.0,45.0,12.0,22.0,43.0,13.0,-170.0,5.0,14.0,34
Tax %,24.0,5.0,3.0,4.0,7.0,40.0,21.0,12.0,59.0,-1.0,25.0,9.0,
Net Profit,13.0,21.0,38.0,62.0,42.0,7.0,17.0,38.0,6.0,-172.0,4.0,13.0,32
EPS in Rs,4.71,7.32,13.41,22.29,14.97,2.65,6.12,13.58,1.97,-61.52,1.28,4.49,11.28
