,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,8.5,10.0,10.0,10.0
Reserves,25.08,27.52,29.11,26.24,11.6,-14.62,-58.72,-53.1,-54.81,-53.39,-17.58,-13.07,-9.81
Borrowings,58.22,57.39,56.9,57.06,62.2,59.89,48.23,48.09,48.91,46.05,6.0,2.49,0.6900000000000001
Other Liabilities,20.08,22.35,25.46,24.48,13.42,9.15,29.61,17.09,15.66,18.11,19.87,21.59,23.45
Total Liabilities,109.28,113.16,117.37,113.68,93.12,60.32,25.02,17.98,15.66,19.27,18.29,21.01,24.33
Fixed Assets,23.25,23.86,24.24,13.52,12.69,11.19,10.17,8.99,8.04,7.62,7.42,7.57,9.78
CWIP,0.0,0.07,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Other Assets,85.98,89.18,93.01,100.1,80.38,49.08,14.8,8.94,7.57,11.6,10.82,13.39,14.5
Total Assets,109.28,113.16,117.37,113.68,93.12,60.32,25.02,17.98,15.66,19.27,18.29,21.01,24.33
