,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.04,5.19,5.43,4.49,7.23,7.52,11.99,22.55,12.17,19.87,6.19,6.11,7.01
Expenses,4.44,4.75,5.03,4.14,7.11,7.4,11.8,21.97,11.84,19.51,7.54,6.45,7.25
Operating Profit,0.60,0.44,0.40,0.35,0.12,0.12,0.19,0.58,0.33,0.36,-1.35,-0.34,-0.24
OPM %,11.90,8.48,7.37,7.80,1.66,1.6,1.58,2.57,2.71,1.81,-21.81,-5.56,-3.42
Other Income,0.00,0.02,0.41,0.02,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.01
Interest,0.29,0.26,0.20,0.16,0.01,0.01,0.0,0.15,0.23,0.28,0.23,0.11,0.06
Depreciation,0.20,0.19,0.19,0.18,0.07,0.05,0.04,0.05,0.07,0.06,0.06,0.04,0.04
Profit before tax,0.11,0.01,0.42,0.03,0.05,0.07,0.17,0.39,0.03,0.02,-1.64,-0.49,-0.33
Tax %,-27.27,0.00,11.90,33.33,40.00,28.57,29.41,25.64,33.33,0.0,26.22,-6.12,
Net Profit,0.13,0.01,0.37,0.03,0.03,0.04,0.12,0.29,0.02,0.02,-1.21,-0.52,-0.43
EPS in Rs,,,,,,0.18,0.55,1.32,0.09,0.09,-5.51,-2.37,-1.96
