,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,154.0,151.0,146.0,163.0,155.0,161.0,270.0,320.0,229.0,290.0,557.0,661.0,613
Expenses,145.0,145.0,142.0,153.0,140.0,144.0,249.0,310.0,229.0,273.0,521.0,621.0,575
Operating Profit,9.0,6.0,4.0,11.0,15.0,17.0,21.0,9.0,-0.0,16.0,35.0,40.0,38
OPM %,6.0,4.0,3.0,7.0,9.0,11.0,8.0,3.0,-0.0,6.0,6.0,6.0,6
Other Income,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,16.0,12
Interest,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,10.0,7.0,10.0,12.0,11
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5
Profit before tax,8.0,5.0,4.0,10.0,18.0,17.0,16.0,0.0,-13.0,7.0,23.0,38.0,34
Tax %,22.0,29.0,41.0,34.0,42.0,36.0,37.0,-1107.0,33.0,33.0,24.0,26.0,
Net Profit,6.0,4.0,2.0,7.0,10.0,11.0,10.0,3.0,-9.0,4.0,18.0,28.0,25
EPS in Rs,5.85,3.57,2.38,6.71,10.09,10.47,10.06,3.27,-8.35,4.36,17.07,27.13,23.86
