,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.46,1.06,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,0.46,1.06,0.09,0.11,0.13,0.17,0.29,0.26,0.18,0.16,0.16,0.17,0.2
Operating Profit,0.0,0.0,-0.09,-0.11,-0.13,-0.17,-0.29,-0.26,-0.18,-0.16,-0.16,-0.17,-0.2
OPM %,0.0,0.0,,,,,,,,,,,
Other Income,0.05,-0.02,-0.01,0.08,0.06,0.17,-3.42,-0.07,-0.12,-0.07,-3.70,0.07,0.09
Interest,0.0,0.0,0.00,0.00,0.00,0.0,0.03,0.00,0.01,0.00,0.00,0.00,0.0
Depreciation,0.0,0.0,0.01,0.00,0.00,0.0,0.01,0.01,0.01,0.00,0.00,0.00,0.0
Profit before tax,0.05,-0.02,-0.11,-0.03,-0.07,0.0,-3.75,-0.34,-0.32,-0.23,-3.86,-0.10,-0.11
Tax %,20.0,0.0,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,0.04,-0.02,-0.11,-0.03,-0.07,0.0,-3.75,-0.34,-0.32,-0.24,-3.86,-0.10,-0.11
EPS in Rs,0.07,-0.03,-0.19,-0.05,-0.12,0.0,-6.37,-0.58,-0.54,-0.41,-6.55,-0.17,-0.2
