,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,13,14,16,16,16,16,16,16,16,16
Reserves,25,13,10,16,39,70,88,80,88,115,135,136,123
Borrowings,61,73,77,78,60,66,69,65,52,70,88,89,89
Other Liabilities,23,16,25,63,47,38,54,50,75,64,90,119,159
Total Liabilities,122,115,125,170,160,190,227,211,231,264,328,360,387
Fixed Assets,57,55,53,53,54,93,102,103,101,118,135,142,151
CWIP,0,0,0,0,5,0,0,0,1,6,6,9,0
Investments,0,0,0,0,0,2,0,0,0,0,0,0,0
Other Assets,65,59,72,117,100,95,125,107,128,140,188,208,236
Total Assets,122,115,125,170,160,190,227,211,231,264,328,360,387
