,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,153.0,124.0,123.0,221.0,295.0,299.0,269.0,228.0,282.0,380.0,451.0,372.0,323
Expenses,139.0,129.0,113.0,200.0,257.0,252.0,222.0,218.0,259.0,327.0,402.0,347.0,318
Operating Profit,14.0,-4.0,10.0,20.0,38.0,47.0,47.0,10.0,24.0,53.0,49.0,26.0,5
OPM %,9.0,-4.0,8.0,9.0,13.0,16.0,17.0,4.0,8.0,14.0,11.0,7.0,2
Other Income,1.0,2.0,0.0,0.0,0.0,-0.0,1.0,0.0,1.0,5.0,0.0,0.0,0
Interest,10.0,10.0,10.0,10.0,9.0,10.0,12.0,9.0,10.0,9.0,11.0,13.0,13
Depreciation,4.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,8.0,9.0,10.0,11.0,13
Profit before tax,1.0,-17.0,-4.0,6.0,24.0,31.0,29.0,-6.0,6.0,40.0,28.0,2.0,-20
Tax %,44.0,30.0,22.0,-2.0,33.0,29.0,32.0,-40.0,-32.0,29.0,29.0,43.0,
Net Profit,1.0,-12.0,-3.0,6.0,16.0,22.0,20.0,-8.0,8.0,28.0,20.0,1.0,-17
EPS in Rs,0.48,-8.95,-2.31,4.66,11.15,14.08,12.57,-5.07,5.21,17.67,12.42,0.8,-10.78
