,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.53,0.15,0.03,0.07,5.09,99.96,187.52,131.68,127.38,151.58,17.37,8.1,1.69
Expenses,3.55,0.20,0.04,0.09,5.28,99.79,186.68,131.76,125.54,149.5,19.3,8.91,2.30
Operating Profit,-0.02,-0.05,-0.01,-0.02,-0.19,0.17,0.84,-0.08,1.84,2.08,-1.93,-0.81,-0.61
OPM %,-0.57,-33.33,-33.33,-28.57,-3.73,0.17,0.45,-0.06,1.44,1.37,-11.11,-10.0,-36.09
Other Income,0.04,0.06,0.02,0.01,0.28,0.41,0.41,1.39,0.09,0.01,0.6,0.55,0.55
Interest,0.0,0.00,0.00,0.0,0.0,0.07,0.32,0.38,0.99,1.36,0.7,0.06,0.00
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.1,0.1,0.14,0.07,0.03,0.02
Profit before tax,0.01,0.00,0.00,-0.02,0.08,0.5,0.91,0.83,0.84,0.59,-2.1,-0.35,-0.08
Tax %,0.0,,,50.0,0.0,36.0,25.27,25.3,26.19,27.12,0.95,0.0,
Net Profit,0.01,0.00,0.00,-0.01,0.08,0.33,0.68,0.6,0.62,0.42,-2.08,-0.34,-0.06
EPS in Rs,0.41,0.00,0.00,-0.03,0.25,1.02,2.1,1.85,1.91,1.29,-6.41,-1.05,-0.18
