,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,128.0,143.0,161.0,194.0,261.0,306.0,304.0,360.0,432.0,291.0,337.0,546.0,612
Expenses,43.0,43.0,51.0,56.0,73.0,92.0,88.0,128.0,153.0,105.0,117.0,178.0,235
Operating Profit,85.0,101.0,110.0,138.0,189.0,214.0,216.0,233.0,278.0,186.0,221.0,368.0,376
OPM %,66.0,70.0,68.0,71.0,72.0,70.0,71.0,65.0,64.0,64.0,65.0,67.0,62
Other Income,17.0,19.0,18.0,28.0,33.0,43.0,36.0,32.0,42.0,65.0,43.0,44.0,87
Interest,1.0,1.0,0.0,0.0,4.0,5.0,6.0,5.0,6.0,8.0,9.0,12.0,12
Depreciation,3.0,6.0,11.0,7.0,7.0,8.0,11.0,12.0,22.0,26.0,28.0,33.0,46
Profit before tax,97.0,114.0,117.0,160.0,211.0,244.0,235.0,248.0,292.0,216.0,227.0,367.0,405
Tax %,30.0,28.0,31.0,30.0,32.0,30.0,25.0,27.0,20.0,20.0,16.0,21.0,
Net Profit,67.0,82.0,81.0,112.0,144.0,169.0,177.0,180.0,234.0,172.0,189.0,291.0,319
EPS in Rs,9.55,11.59,11.49,15.83,20.45,24.03,25.08,25.57,33.18,24.48,26.85,41.25,45.26
