,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0,0,0,0,0,0,0,0,0,0,0,0,0
Expenses,0,0,3,0,0,0,0,0,0,0,0,0,14
Operating Profit,-0,-0,-3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-14
OPM %,,,,,,,,,,,,,
Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,-0,-0,-3,-0,0,-0,-0,-0,-0,-0,-0,-0,-15
Tax %,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Profit,-0,-0,-3,-0,0,-0,-0,-0,-0,-0,-0,-0,-15
EPS in Rs,-0.00,-0.01,-0.20,-0.00,0.00,-0.00,-0.02,-0.00,-0.01,-0.00,-0.01,-0.00,-0.91
