,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,16,16,16,16,16,16,16,16,17,17,17
Reserves,6,6,6,6,6,6,3,3,3,4,9,12,11
Borrowings,1,0,0,0,0,0,0,2,3,3,8,21,28
Other Liabilities,10,5,6,6,35,4,33,3,12,35,4,8,27
Total Liabilities,32,28,29,28,57,27,53,25,34,59,39,58,83
Fixed Assets,2,3,4,4,5,8,7,8,15,15,16,14,32
CWIP,1,1,0,0,0,0,2,0,0,0,1,25,2
Investments,0,0,0,1,0,0,0,0,1,1,1,1,1
Other Assets,29,24,24,24,51,19,44,16,18,43,22,18,49
Total Assets,32,28,29,28,57,27,53,25,34,59,39,58,83
