,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,326.0,377.0,326.0,363.0,327.0,361.0,446.0,571.0,408.0,301.0,505.0,496.0,565
Expenses,290.0,370.0,326.0,337.0,304.0,351.0,440.0,562.0,426.0,301.0,509.0,487.0,541
Operating Profit,36.0,7.0,-0.0,26.0,23.0,10.0,6.0,9.0,-18.0,-0.0,-4.0,8.0,25
OPM %,11.0,2.0,-0.0,7.0,7.0,3.0,1.0,2.0,-4.0,-0.0,-1.0,2.0,4
Other Income,6.0,1.0,2.0,-47.0,-31.0,2.0,66.0,-19.0,44.0,22.0,29.0,14.0,0
Interest,23.0,32.0,30.0,30.0,12.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,13
Depreciation,18.0,19.0,17.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10
Profit before tax,1.0,-43.0,-47.0,-59.0,-29.0,4.0,64.0,-19.0,17.0,12.0,16.0,6.0,1
Tax %,48.0,33.0,24.0,-28.0,0.0,75.0,34.0,-16.0,7.0,7.0,29.0,36.0,
Net Profit,0.0,-29.0,-35.0,-76.0,-29.0,1.0,42.0,-22.0,16.0,12.0,12.0,4.0,1
EPS in Rs,0.05,-3.36,-4.17,-8.93,-3.39,0.1,4.99,-2.54,1.87,1.36,1.36,0.42,0.12
