,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.17,0.26,0.52,0.28,0.23,0.31,5.13,7.66,8.61,14.07,16.7,19.68,22.69
Expenses,0.17,0.19,0.42,1.82,2.92,4.16,5.13,7.62,8.51,13.83,16.64,19.04,22.21
Operating Profit,0.0,0.07,0.1,-1.54,-2.69,-3.85,0.0,0.04,0.1,0.24,0.06,0.64,0.48
OPM %,0.0,26.92,19.23,-550.0,-1169.57,-1241.94,0.0,0.52,1.16,1.71,0.36,3.25,2.12
Other Income,0.04,0.0,0.0,1.65,2.83,3.97,0.2,0.33,0.25,0.62,0.76,0.28,0.52
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.03,0.04
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.04
Profit before tax,0.03,0.06,0.09,0.1,0.13,0.11,0.18,0.34,0.32,0.82,0.78,0.87,0.92
Tax %,33.33,16.67,22.22,10.0,23.08,27.27,22.22,23.53,28.12,21.95,20.51,27.59,
Net Profit,0.03,0.05,0.08,0.09,0.1,0.08,0.15,0.26,0.22,0.63,0.62,0.62,0.68
EPS in Rs,0.1,0.16,0.26,0.29,0.32,0.26,0.48,0.84,0.71,2.04,2.0,2.0,2.20
