,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,85.38,82.37,83.69,56.66,23.98,15.15,5.77,0.2,0.00,0.00,0.00,0.00,0.0
Expenses,82.83,79.68,82.22,55.26,27.45,15.24,8.13,0.37,0.33,0.37,0.12,0.08,0.65
Operating Profit,2.55,2.69,1.47,1.4,-3.47,-0.09,-2.36,-0.17,-0.33,-0.37,-0.12,-0.08,-0.65
OPM %,2.99,3.27,1.76,2.47,-14.47,-0.59,-40.9,-85.0,,,,,
Other Income,0.03,0.02,0.01,0.0,0.0,0.0,0.73,0.0,0.19,0.08,0.05,0.01,0.01
Interest,1.0,1.1,1.19,1.2,1.32,0.1,0.03,0.0,0.00,0.14,0.00,0.00,0.0
Depreciation,0.12,0.12,0.11,0.17,0.08,0.08,0.07,0.0,0.00,0.17,0.00,0.00,0.0
Profit before tax,1.46,1.49,0.18,0.03,-4.87,-0.27,-1.73,-0.17,-0.14,-0.60,-0.07,-0.07,-0.64
Tax %,30.82,31.54,16.67,66.67,0.41,-66.67,1.16,0.0,0.00,0.00,0.00,0.00,
Net Profit,1.01,1.02,0.15,0.01,-4.85,-0.45,-1.72,-0.17,-0.14,-0.60,-0.07,-0.07,-0.64
EPS in Rs,1.28,1.29,0.19,0.01,-5.93,-0.55,-2.1,-0.21,-0.17,-0.73,-0.09,-0.09,-0.77
