,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,5,6,6,11,11,11,11,11,11
Reserves,1,2,2,4,3,3,6,7,7,8,15,23,25
Borrowings,10,14,14,19,22,23,24,33,37,31,44,45,33
Other Liabilities,3,2,6,7,3,4,8,8,5,10,24,15,22
Total Liabilities,14,18,23,30,34,36,44,59,60,60,93,93,90
Fixed Assets,8,8,10,14,16,15,17,18,21,21,21,25,28
CWIP,0,1,0,0,0,0,1,2,0,0,0,4,0
Investments,1,0,1,1,1,1,0,0,1,2,4,2,3
Other Assets,6,9,12,15,17,19,26,38,39,37,68,63,60
Total Assets,14,18,23,30,34,36,44,59,60,60,93,93,90
